payment_key_hash_hex,addresses,agent_balance_base,agent_flux_units,shards_balance_base,shards_flux_units,flux_pass_balance_base,flux_pass_flux_units,se_brawlers_balance_base,se_brawlers_flux_units,brawl_pass_etd_balance_base,brawl_pass_etd_flux_units,t1_adam_pass_balance_base,t1_adam_pass_flux_units,t2_adam_pass_balance_base,t2_adam_pass_flux_units,flux_total_units,flux_total_display
001ddf1c3327fa08d84ebab4731bdb34f4ee4005e368809716f2fcc5,addr1qyqpmhcuxvnl5zxcf6atgucmmv60fmjqqh3k3qyhzme0e3frncp9jzkhu3ljkgymfwqanxn5q54m0w7qrlud5jqugj8qypumvn,0,0,1000000,29122588,0,0,0,0,0,0,0,0,0,0,29122588,29.122588
00507ca34b004ad6205299df0382476c50d3b7aa3b885db498f647a0,addr1qyq9ql9rfvqy443q22va7quzgak9p5ah4gacshd5nrmy0gpzyqua74kxxghpa5amz5ch6udckjxvum6newdqy4rzl95qfa7g5u,1,462890,0,0,0,0,0,0,0,0,0,0,0,0,462890,0.46289
007ef46fb923a69af272b7cbca759b3f724b1896868fdd7abb1dbbd2,addr1qyq8aar0hy36dxhjw2muhjn4nvlhyjccj6rglht6hvwmh5nu26pj3rkt7s6alpfxgjm4rf3n7p46vmf27k2aqp7plcssksg0h7,0,0,1000000,29122588,0,0,0,0,0,0,0,0,0,0,29122588,29.122588
00844c75d9bb16e846aae5d7f7691c48f087ae0bc1328b7f1fe033b4,addr1qyqggnr4mxa3d6zx4tja0amfr3y0ppawp0qn9zmlrlsr8d9hlfaq0tymevzkp6jwryzfy2gj8mddefvmy9dc7fj7hg8qnywq68,0,0,16000000,465961410,0,0,0,0,0,0,0,0,0,0,465961410,465.96141
00b4a5366cd5c4e349203f3962faa386fb2bccc6da5c01d5661fb5fe,addr1qyqtfffkdn2ufc6fyqlnjch65wr0k27vcmd9cqw4vc0mtlju44qs7snenqzl0qufxkl4xetjf3g8jsc5rfmapk07n6mq65dkc5,0,0,15000000,436838821,0,0,0,0,0,0,0,0,0,0,436838821,436.838821
00bd88abc48e043508a147217639b38410f37a0673bf42d53ee06ed4,addr1qyqtmz9tcj8qgdgg59rjza3ekwzppum6qeem7sk48msxa4ydj22xjtfnmwzu5rvq566kqh0n4lkfj7hpxs9hnfqlzukss4l2qz,0,0,3000000,87367764,0,0,0,0,0,0,0,0,0,0,87367764,87.367764
00ca4d2690a75aa792f29bf3aa730d79aa4133bfae2cf152a74d3e86,addr1qyqv5nfxjzn44fuj72dl82nnp4u65sfnh7hzeu2j5axnapnnmvrjp40328kxgtsmkr54xmkvwsnd2kndat45fh890lhq7z3h98,0,0,5000000,145612940,0,0,0,0,0,0,0,0,0,0,145612940,145.61294
00da232426a5677c76490df45fb1436c4d58bbf8779b5b2a71dd03f3,addr1qyqd5geyy6jkwlrkfyxlgha3gdky6k9mlpmekke2w8ws8u7qjzdddgjvslum0has2pqs56y97zqafn3ykpz77y46ha6qrjnz4k,66685,30867837945,0,0,0,0,0,0,0,0,0,0,0,0,30867837945,30867.837945
00e5eb5377cb2079c8f54025e05812b69a383dea720f0ba70dbd44e7,addr1qyqwt66nwl9jq7wg74qztczcz2mf5wpaafeq7za8pk75feld0zq8uwqjj5t4yt04hlhwfxvsrj0qyqqlkzelf06mdaks30pg5x,16719,7739062496,0,0,0,0,0,0,0,0,0,0,0,0,7739062496,7739.062496
00e8451bf607b8407ea4b083b4aedb69a4381919834531bb58ce2a32,addr1qyqws3gm7crmssr75jcg8d9wmd56gwqerxp52vdmtr8z5vjgcavckcx6suuq63j8z55zqz0pqucd5kzzm96humjgfpwqg2j9wp,0,0,18000000,524206586,0,0,0,0,0,0,0,0,0,0,524206586,524.206586
00e880ec8234819ec7a77deddf346277b2686eeb5e9cb6ad8e0eef1f,addr1qyqw3q8vsg6gr8k85a77mhe5vfmmy6rwad0fed4d3c8w786un53yqxcs25sp255w00tucr6vw4lauc9g7m2cg2ah4pks0350nw,26799,12404996462,0,0,0,0,0,0,0,0,0,0,0,0,12404996462,12404.996462
00ed84920370990590d3af076a1ca47eee08c82c69f365a06c5768c9,addr1qyqwmpyjqdcfjpvs6whsw6su53lwuzxg935lxedqd3tk3jvq766ewz9a0539wwrgn6y3undd5jxk65p5vkp799tpatfs4c2ms2,21147,9788740631,0,0,0,0,0,0,0,0,0,0,0,0,9788740631,9788.740631
00ef2a1f0d034e07208e845e4c1ad31f30b1cc0820a37db0b1bc6dc5,addr1qyqw72slp5p5upeq36z9unq66v0npvwvpqs2xldskx7xm3deap3plnl60f0uckhcz974lcfklcav502kmqryf0ptamaqja24yu,1056,488812129,0,0,0,0,0,0,0,0,0,0,0,0,488812129,488.812129
00f2483408518f8f77107b4795978a23d7e3419783a1add171a70e01,addr1qyq0yjp5ppgclrmhzpa509vh3g3a0c6pj7p6rtw3wxnsuq2qf6mqwg9qkc9fe4aj93qkzx6u53879e0advk20desl0usfzvy63,0,0,2000000,58245176,0,0,0,0,0,0,0,0,0,0,58245176,58.245176
00f381962311289b029b1d366b697be670f5007d33bbeac339afd36b,addr1qyq08qvkyvgj3xcznvwnv6mf00n8pagq05emh6kr8xhax6lrdgjqrg27zf3hsjcurnm2ksx5jnamdqq4mxvkhpdyd5nszexgxm,0,0,23000000,669819527,0,0,0,0,0,0,0,0,0,0,669819527,669.819527
011077f18d35e4da0ee761d7400c074f73d2b273c2637a6498edc5c8,addr1qyq3qal33567fkswuasawsqvqa8h854jw0pxx7nynrkutjxt4kquve2a495cjyt6n3vj9l42n8lvj6yptpevrz09m3psyfdqnq,0,0,0,0,0,0,0,0,0,0,0,0,1,188339428791,188339428791,188339.428791
01206d6916695f994bb42994c22d38b84531a849127de1a907273595,addr1qyqjqmtfze54lx2tks5efs3d8zuy2vdgfyf8mcdfqunnt9w8v5arundk8sf7pwt994qhmkf6e434fu7g6jxy3pmlj82q2hsj8n,0,0,52000000,1514374582,0,0,0,0,0,0,0,0,0,0,1514374582,1514.374582
0124aede3ce5ce71867c963b3a1ad6fb619e83730a7933edd8329ac9,addr1qyqjftk78njuuuvx0jtrkws66makr85rwv98jvldmqef4jt66x8s5ne99tx8dcule3j3t7mxknegxpfx2qm8mt7trh8qv24v35,0,0,4000000,116490352,0,0,0,0,0,0,0,0,0,0,116490352,116.490352
0126f10c5a1c01e41311f9c8f3a734122f40afaf46535de1ca8406a3,addr1qyqjdugvtgwqreqnz8uu3ua8xsfz7s904ar9xh0pe2zqdg7q25cr79sspln7kla50z57pz9r3wlkdq6mhcwpkzfq3ncs5d7ves,0,0,60760982,1769517053,0,0,0,0,0,0,0,0,0,0,1769517053,1769.517053
012c585bb6ec39bc7c126c0265fd5b1db08ec18302aa7304fb9a11ea,addr1qyqjckzmkmkrn0ruzfkqye0atvwmprkpsvp25ucylwdpr637xssqnvrvycnk3lzkpfl4qaw94wvgpkhuumw0spzyy3qqvtudgx,1,462890,0,0,0,0,0,0,0,0,0,0,0,0,462890,0.46289
013631d3709931df4ad6553424e9e0e478166fd538362f5262342d16,addr1qyqnvvwnwzvnrh626e2ngf8furj8s9n065urvt6jvg6z69hh4v7qkm73xzyrsgnxvhed56qn07fdpcy3v9dqzq7e3wtqaschjc,0,0,1000000,29122588,0,0,0,0,0,0,0,0,0,0,29122588,29.122588
01387838a8c7210930d0c08ba2bea2ec353905d0f327b38934ef97a4,addr1qyqns7pc4rrjzzfs6rqghg475tkr2wg96rej0vufxnhe0fyxj3x7dujr82d2yr8xarqmujxk2wmw59mtq4ekuq0tn5dsk227z7,5151,2384347803,236053162,6874479014,0,0,0,0,0,0,0,0,0,0,9258826817,9258.826817
0146c4b684f3463e168a43761c975c356237a311b438ae2c66f786d9,addr1qyq5d39ksne5v0sk3fphv8yhts6kydarzx6r3t3vvmmcdkt5r52wtka55ssha0mdrs8je9r60pp0ve9ys8he6jv88jvsmuztnz,0,0,776400,22610777,0,0,0,0,0,0,0,0,0,0,22610777,22.610777
0149e2d3f07cde8566f537838a9788503aa79755ddd884173d57f92f,addr1qyq5nckn7p7daptx75mc8z5h3pgr4fuh2hwa3pqh84tljtm2666z536dj3mkfxlphwesm9cxqvwxx54cemg2huk4m94qryz89z,1048848,485501538476,0,0,0,0,0,0,0,0,0,0,0,0,485501538476,485501.538476
014babb20c24b73cad8396cd1be67d1735ee4e9d656ebd1b59f3e6a6,addr1qyq5h2ajpsjtw09dswtv6xlx05tntmjwn4jka0gmt8e7df32xpqgmmk2uasfap59kmw24csl2nycpdrq57qujhd2dq8sm9hszc,3857,1785367788,0,0,0,0,0,0,0,0,0,0,0,0,1785367788,1785.367788
014e9d57e1623f7eeef5d0a8d4e6734a562ba32cf910244cd74e1680,addr1qyq5a82hu93r7lhw7hg2348xwd99v2ar9nu3qfzv6a8pdqz7323lpzvx364d7xyyym6fmdjkvcjggjmvt4ffkw8nhznsrlmmgj,3,1388670,15000000,436838821,0,0,0,0,0,0,0,0,0,0,438227491,438.227491
014f555282b5f901c4780328359452e6ee75d1888fdc9661d95d20d9,addr1qyq5742js26ljqwy0qpjsdv52tnwuaw33z8ae9npm9wjpk02mqv20fxr4gxkv4dakp5w04fqtk8g6j7n62cmt0uhpxhsvveg4s,6290,2911579825,0,0,0,0,0,0,0,0,0,0,0,0,2911579825,2911.579825
0155b691361db7121fe3a72eaeb76d1242b7b40e6f8d9cb565000f5d,addr1qyq4td53xcwmwysluwnjat4hd5fy9da5pehcm894v5qq7hw8pj349h8r3ngcyt7pvhmq23y5wdunxhkkh8dz2agz335sfmc0vc,1525,705907668,0,0,0,0,0,0,0,0,0,0,0,0,705907668,705.907668
0160f28aa20dd1f2dd88ce2cbbbf7fdf3401a85b347a7f9d431fa31f,addr1qyqkpu525gxaruka3r8zewal0l0ngqdgtv685luagv06x86atrq587q9q42v3pmvkfzqvue4ja50wy95da9d8ymdcklqqdrdjr,1577,729977962,0,0,0,0,0,0,0,0,0,0,0,0,729977962,729.977962
0166cac4c7fe946a4df2491ccf969a91c32371bd2ce501e8c3a1b1cf,addr1qyqkdjkycllfg6jd7fy3enukn2guxgm3h5kw2q0gcwsmrnu9cx58knu95np8tzrt9drr2c8utnrwh0sp5t09q2fd6ycqnvqm7s,0,0,13000000,378593645,0,0,0,0,0,0,0,0,0,0,378593645,378.593645
016b6fd954129b12a2f976ad6a6162db8eade24234028dd0236b5690,addr1qyqkkm7e2sffky4zl9m266npvtdcat0zgg6q9rwsyd44dyyfjhc7zlgxz03j28c6c7596v7rnf2ztlte6wjszfs4zqzq6gzavh,0,0,2000000,58245176,0,0,0,0,0,0,0,0,0,0,58245176,58.245176
016c37b5bafc78b1d4b274007720b0ef1ffaf553ba7a279ffd03fe81,addr1qyqkcda4ht783vw5kf6qqaeqkrh3l7h42wa85full5plaqdvrrwvmg0t7s8h56nhwweuqu0qkddn6lk9znz08f7pnzmqpsu23r,0,0,13000000,378593645,0,0,0,0,0,0,0,0,0,0,378593645,378.593645
01708a46fd0c13da16185eb598834734e457d51d4200fee4793f6bd1,addr1qyqhpzjxl5xp8kskrp0ttxyrgu6wg474r4pqplhy0ylkh5wxg8tlx5e6pfskrea4ud0u7s2sa20em9tf3ty7mhvap0eq5mhw9f,0,0,1000000,29122588,0,0,0,0,0,0,0,0,0,0,29122588,29.122588
018137492ac96f22af4470816b67c2ddfe9c08417536f1b4de4c3fde,addr1qyqczd6f9tyk7g40g3cgz6m8ctwla8qgg96ndud5mexrlhsjf25z226te2f0jutm42t7f9czpnsk8033csezsssj0p4snzpaaf,17277,7997355270,0,0,0,0,0,0,0,0,0,0,0,0,7997355270,7997.35527
018b75075e87654aa4999501ae47ac48c13c299959e43be30003fef9,addr1qyqckag8t6rk2j4ynx2srtj843yvz0pfn9v7gwlrqqpla725fq5c7vttn655ncs5ypra8v0y0nrs730xm4h9eja4s77qk62vfu,0,0,3000000,87367764,0,0,0,0,0,0,0,0,0,0,87367764,87.367764
019436e71f296ea66b33335bf4ae80e6219e94f778391d5aaced2cab,addr1qyqegdh8ru5kafntxve4ha9wsrnzr8557aurj8264nkje2lgzq3pj2qsnysrmvnek0j3qrsmx5dtn644tw6c65fx99cqs8t0ql,0,0,8000000,232980705,0,0,0,0,0,0,0,0,0,0,232980705,232.980705
01a88801a227cca34e29d19099c77a191cb32c37300cddc49e823fd5,addr1qyq63zqp5gnueg6w98gepxw80gv3evevxucqehwyn6prl4fqfz4m0mzcjkyx5ytn5sqz2mpr3c4eckz45wdlad6fms0q4uzefd,1000000,462890274355,0,0,0,0,0,0,0,0,0,0,0,0,462890274355,462890.274355
01add8cc171407562057a207f1b198dc432e840da446c475fa0a3dcd,addr1qyq6mkxvzu2qw43q273q0ud3nrwyxt5ypkjyd3r4lg9rmnfzxy7zxhwxfe8tp5l8gs2zknxxtcdkqq73z5x2hr5klq2sn82vqd,0,0,4000000,116490352,0,0,0,0,0,0,0,0,0,0,116490352,116.490352
01b5a5ca6a35897c1765f1abc12e67a0f5cd60339399d5c64ab9d60a,addr1qyqmtfw2dg6cjlqhvhc6hsfwv7s0tntqxwfen4wxf2uavzsul2tjlmmvu9ujfpkjfggwuapa87ws74xc7ncghqyzmndsf6rmrf,0,0,1000000,29122588,0,0,0,0,0,0,0,0,0,0,29122588,29.122588
01c6aabe02ada9c508a746a8bbd29e1b5562bf0470cbfb93e661f973,addr1qyqud247q2k6n3gg5ar23w7jncd42c4lq3cvh7unuesljum42v5edvfekecjzsf4mgk6zjr8dgm2a02xj6kztzhudazqhsla9e,0,0,2000000,58245176,0,0,0,0,0,0,0,0,0,0,58245176,58.245176
01d2e6bfb4f084b18b2983d8eab3ea37af3be0cac210c49d81866c49,addr1qyqa9e4lkncgfvvt9xpa364nagm67wlqetppp3yasxrxcjgnmqsx3lt5jmcvx8rnexsghruak3fvcpqa8txzdkpwhunqak00xg,250,115722568,0,0,0,0,0,0,0,0,0,0,0,0,115722568,115.722568
01d3355b01e554481bbdd8c59562085f2cea4cb4755341ce8d0574a1,addr1qyqaxd2mq8j4gjqmhhvvt9tzpp0je6jvk364xsww35zhfgtc7erwf5x8772gf5wu70zzng42cnh2fqjsn6k256cjgwuswmwc0j,0,0,11000000,320348469,0,0,0,0,0,0,0,0,0,0,320348469,320.348469
01e2f6d9bb4a1c3238d262c72a6b2a6cb3a5d48d6db17b8e2813ee65,addr1qyq79akehd9pcv3c6f3vw2nt9fkt8fw534kmz7uw9qf7uegputmdnw62rser35nzcu4xk2nvkwjafrtdk9acu2qnaejsx2rj54,1375,636474127,0,0,0,0,0,0,0,0,0,0,0,0,636474127,636.474127
01e92d2d5e6c0c4212b4ef711c343f9c345f93810420830b5f8b9b61,addr1qyq7jtfdtekqcssjknhhz8p587wrghunsyzzpqctt79ekcwa8y03f36frq38pplluzvgpwz9j8mcjerjjezxhl7395mshml8k5,0,0,2000000,58245176,0,0,0,0,0,0,0,0,0,0,58245176,58.245176
01eb88f0a7e65d3c56fe38364e51b31ffc9b95eacee1948c5673925f,addr1qyq7hz8s5ln960zklcurvnj3kv0lexu4at8wr9yv2eeeyh7hyd3t63989rt33gfsa3y5uz6lqq979mtqnx5ya955d9qsqgulut,205742,95235970826,0,0,0,0,0,0,0,0,0,0,0,0,95235970826,95235.970826
01eec5a8f665f4456fbc426e8cc636a4fd55de7c3870228ed20b9d98,addr1qyq7a3dg7ejlg3t0h3pxarxxx6j064w70su8qg5w6g9emxx2vhfja7n77uulmuyex4nxkl3k37wf0w504gzzu9pq2m2sf7ew7h,0,0,2000000,58245176,0,0,0,0,0,0,0,0,0,0,58245176,58.245176
01f6dc5b1fa257c30119d02f9ec10db6cec471c96fde0ea8a06f1f52,addr1qyqldhzmr7390scpr8gzl8kppkmva3r3e9haur4g5ph375k89f7ggsw74u7herr43j9xwhz764khh99363qr9e6u4quq5cdjqh,90485,41884626475,0,0,0,0,0,0,0,0,0,0,0,0,41884626475,41884.626475
0202be5d80a215aafe8d4ca8b019d8599aa16ada500d094868e9873f,addr1qypq90jasz3pt2h734x23vqempve4gt2mfgq6z2gdr5cw0acwsn8zg63k0fhymljnl4fx7v7af40x7y8e3w6m9eav88qfqjd7t,0,0,10000000000,291225881324,1,69270603415,0,0,0,0,0,0,0,0,360496484739,360496.484739
020376c31fb0e6d92882acac937fb83b1d18128dabc376c00f0859aa,addr1qypqxakrr7cwdkfgs2k2eymlhqa36xqj3k4uxakqpuy9n25ulzcsyva0fcp2wrryjqmkhgclf4tl93qnasc5adgarkmqqetukt,18646,8631052055,220877026,6432510656,0,0,0,0,0,0,0,0,0,0,15063562711,15063.562711
0209067230b8f12b51616835666818cbf529dedc909c0a642d5d5cf3,addr1qypqjpnjxzu0z263v95r2engrr9l22w7mjgfczny94w4eua53g8fjm5t0j3rmh9fqrf4c6kvmyrr8pv85pfeu2hum45ssh25sa,0,0,2000000,58245176,0,0,0,0,0,0,0,0,0,0,58245176,58.245176
020b0f9033bb52d632e1b4fb1d21fef6d01eacb4a570dc71373da587,addr1qypqkrusxwa4943jux60k8fplmmdq84vkjjhphr3xu76tpmexct9ap4dcvqfzczgu6ammk0vwqmepf547sjh6qqpn38sej7x4a,0,0,3000000,87367764,0,0,0,0,0,0,0,0,0,0,87367764,87.367764
02190fbc63b20e5561e5921a961f74c4db9aa07abe08a04353b0d0b9,addr1qyppjrauvwequ4tpukfp49slwnzdhx4q02lq3gzr2wcdpwd4nuvc2jptfp76fxwnrptuu8ueg8yvvgy3cg24g2xhqk7qup0dju,0,0,2000000,58245176,0,0,0,0,0,0,0,0,0,0,58245176,58.245176
0225ac09229eeb8cb7b657ad61d60de2754226e6b5a15167c32781fb,addr1qypzttqfy20whr9hket66cwkph382s3xu666z5t8cvncr76gjn3cv75kv7hj42pc7ndakyx2j7fsylw4j8nlwsj7gk6qkf0s9f,0,0,14000000,407716233,0,0,0,0,0,0,0,0,0,0,407716233,407.716233
022c233a51ad23ca6ed6f82a386b4128b0a8983be7910116ea4e878f,addr1qypzcge62xkj8jnw6muz5wrtgy5tp2yc80nezqgkaf8g0rcve2vzak376qrfw4yxuklhlzq7j94ftw3lt8ueahrmtzxqhfyckm,0,0,6000000,174735528,0,0,0,0,0,0,0,0,0,0,174735528,174.735528
022d35a60eeb8afb486310e5e479d8872f9594adeb0f0c7b97c7baa3,addr1qypz6ddxpm4c476gvvgwteremzrjl9v54h4s7rrmjlrm4gmll7vdsqrrgzl080zu7p7lwl7s9wffyj2w8yv9vzwdh85qhd7a40,0,0,2000000,58245176,0,0,0,0,0,0,0,0,0,0,58245176,58.245176
0232da767c58c83d6481ab0d305302d9f3441b45bedfb6ab698da201,addr1qypr9knk03vvs0tysx4s6vznqtvlx3qmgkldld4tdxx6yqtq9snaaljvmuffcn87k6crw6slyp8y7ex9pku3p7p4xazsvermdy,0,0,1000000,29122588,0,0,0,0,0,0,0,0,0,0,29122588,29.122588
026da8769ca45375a20329286c736a810c6f2df98c8c3dbfac37fe3c,addr1qypxm2rknjj9xadzqv5jsmrnd2qscmedlxxgc0dl4smlu0xtxmymqlwkwyr5q4adw93l8xs3juf2ps6lcrv497alymrqwj747s,70095,32446293780,0,0,0,0,0,0,0,0,0,0,0,0,32446293780,32446.29378
027ecd4a2b58cd59933e57c0611dd3080f4c21a25e007277e5d11d19,addr1qyp8an229dvv6kvn8etuqcga6vyq7npp5f0qqunhuhg36x2f2apvm79sfgzs5ssffq0k3ut4lglm80lzc3a0ahqdnrrqkad94r,0,0,2000000,58245176,0,0,0,0,0,0,0,0,0,0,58245176,58.245176
028cad96350253f8320e116db750baae4a4767ed5c35012a481943db,addr1qypgetvkx5p987pjpcgkmd6sh2hy53m8a4wr2qf2fqv58kampawx7c8xyew5ns4rfywhf727y44l0l8385q7atz0kmes5u0zrm,67952,31454319922,0,0,0,0,0,0,0,0,0,0,0,0,31454319922,31454.319922
02afd551acded9418bcb7de8e9665d7c9e32ffd68c7db5dadd96f70f,addr1qyp2l4234n0djsvted7736txt47fuvhl66x8mdw6mkt0wr7xnqmj632xzu9xnche3h76mya4rs9uuqcz9xrqcnfwrewsgqpcw2,407159,188469941216,0,0,0,0,0,0,0,0,0,0,0,0,188469941216,188469.941216
02b11699b086b7d79f03326eb0979bb2302b543d772babeb32d11a3b,addr1qyptz95ekzrt04ulqvexavyhnwerq26584mjh2ltxtg35w7awstyqrqqkzzknxpvvdpzvjd3pfquev4u8j7nq7fehucsl0f34l,0,0,6000000,174735528,0,0,0,0,0,0,0,0,0,0,174735528,174.735528
02b214252c889cd103c45bb9b9f302f76693134c7f37013aee5774fb,addr1qypty9p99jyfe5grc3dmnw0nqtmkdycnf3lnwqf6aethf7eq429wnmf8jln9zq05du5hlyw7x9r7ulxnwphqhrn0f8zs6gl7x5,1000,462890274,0,0,0,0,0,0,0,0,0,0,0,0,462890274,462.890274
02bb211aafce2bc463eab32d787d6005bb3608daf40efcc46640208a,addr1qyptkgg64l8zh3rra2ej67ravqzmkdsgmt6qalxyveqzpzju3nn9dhfephl50qvs32s7t02cu8tsafagv5gkaakz4pts8lcyz8,22377,10358095669,209189213,6092131291,0,0,0,0,0,0,0,0,0,0,16450226960,16450.22696
02ce4fc364c912b4512e859350f27dfd8c12ad0ec80ad185df581ad3,addr1qypvun7rvny39dz396zex58j0h7ccy4dpmyq45v9mavp45lv9pscw9lq5lfy0kucf0xj44jyhrh9eaf6gms89ungla3sfc4h78,0,0,21000000,611574350,0,0,0,0,0,0,0,0,0,0,611574350,611.57435
02d0606975acbdcfabd70c351d8be9ec01098c841abd6aab38a01b95,addr1qypdqcrfwkktmnat6uxr28vta8kqzzvvssdt664t8zsph9gvcvgj2wt5zk8f6rkc0kl8csjvkudcg2pw7d67ukkaxwmqvpkcsv,15668,7252564818,0,0,0,0,0,0,0,0,0,0,0,0,7252564818,7252.564818
02e0282035ff316c4b1c4f1e3d5e9669638713b2ed1403fb87a81530,addr1qypwq2pqxhlnzmztr383u027je5k8pcnktk3gqlms75p2vr3f0rxluct7cvgprxkalslm24xnr6h7yvgr8a40lnqlzkslcwewc,149636,69265049093,0,0,0,0,0,0,0,0,0,0,0,0,69265049093,69265.049093
02e79cd6b420c2ec1e0b2a4d55d881325eff9c228709348c28790b90,addr1qypw08xkkssv9mq7pv4y64wcsye9aluuy2rsjdyv9pushyz9xev6eqpfmtf7zy2jqyeh2q3x28q55ew4sf884u06jqcqnq7qcn,0,0,1000000,29122588,0,0,0,0,0,0,0,0,0,0,29122588,29.122588
02ee54b933c2adb88eac49bc32a76af528fdc369dd040bd0a35331e3,addr1qypwu49ex0p2mwyw43ymcv48dt6j3lwrd8wsgz7s5dfnrc69vmsjedy3etxqrxnj9fxsjarmakv3llel8gm3f3e4njvsym5lmj,10000,4628902743,0,0,0,0,0,0,0,0,0,0,0,0,4628902743,4628.902743
02f3ea06fa67b21083427f0a49c061ca2cd4db2b86957973d71aa7ec,addr1qyp086sxlfnmyyyrgfls5jwqv89ze4xm9wrf27tn6ud20mznspmyawnntvf3mmxrpwr87vryq6pnuherxujcn7d94ekqa9z3zu,16507020,7640939016584,0,0,0,0,0,0,0,0,0,0,0,0,7640939016584,7640939.016584
02f51e424e34b27c5796e10eeb386259ba9be77d43bc4790465a9459,addr1qyp028jzfc6tylzhjmssa6ecvfvm4xl804pmc3usgedfgkvvnwcexjkw4y9rx3f3djezdd2xytuve9hy3yd0lp2z9s4shcrnyw,0,0,103000000,2999626577,0,0,0,0,0,0,0,0,0,0,2999626577,2999.626577
02f95c1f2750c7ff4ebdab3d4505071c66857de66d65c3c05d9defbd,addr1qyp0jhqlyagv0l6whk4n63g9quwxdptauekkts7qtkw7l0t7t8xuq4h4g8vgqu4uq3kxl903pns9ud4nklqkxvnw3j0sj669eu,0,0,0,0,1,69270603415,1,35294203252,0,0,0,0,0,0,104564806667,104564.806667
02fae4a48cde320cb725cea9f3767f3963c40953be1240e0c9733b22,addr1qyp04e9y3n0ryr9hyh82numk0uuk83qf2wlpys8qe9enkgj92990tpdeq7jt0qqv3h8pp59rljvd73l4hfsxn7k7fgksrm5978,0,0,82000000,2388052226,0,0,0,0,0,0,0,0,0,0,2388052226,2388.052226
0308c0bd77d38b21966cdc579680b3f086b296773ae188d83111fcd4,addr1qyps3s9awlfckgvkdnw9095qk0cgdv5kwuawrzxcxygle49zutn2sp40fvw2sarat03vffhdype5g7t9yg2c6e0e4h6suqwfxh,0,0,58000000,1689110111,0,0,0,0,0,0,0,0,0,0,1689110111,1689.110111
032a2d9c7072be161f6ea5909e592c2fc09ae87bd219f1f6e0954a2e,addr1qypj5tvuwpetu9sld6jep8je9shupxhg00fpnu0kuz255tjy8ldshv043a30r80le7mpwltnv69t545qkrlsaqg979ss38m56h,0,0,79000000,2300684462,0,0,0,0,0,0,0,0,0,0,2300684462,2300.684462
03389f3c47922a0a8d02a8f9a32304fb11c8c2606285c27018f9f425,addr1qypn38eug7fz5z5dq250ngerqna3rjxzvp3gtsnsrrulgff3t9krezpqgatqq87zah8ag4fgr5yyuwcxwsfzn02muulqcmxh5d,0,0,1000000,29122588,0,0,0,0,0,0,0,0,0,0,29122588,29.122588
033fe56daf9fed1e51b20b29a3eebeec6316ef0492f6abc047bc7127,addr1qypnletd470768j3kg9jnglwhmkxx9h0qjf0d27qg778zfeajwwjjkt0my0lvlq4tz6za5jw2svkvtahculddrjym6uq5ra6zj,0,0,11213589,326568733,0,0,0,0,0,0,0,0,0,0,326568733,326.568733
034e681d266fe493ab27b558cb693b1e192bdc5fd501337d3fe79527,addr1qyp5u6qayeh7fyaty7643jmf8v0pj27utl2szvma8lne2fcukapxwgneg6ala3t55fanqgr7zpq9t9046q4mgh6zaw6s5ctgrm,0,0,1000000,29122588,0,0,0,0,0,0,0,0,0,0,29122588,29.122588
03545801524cec5b57854bfb09d0b33ed3ecd1b476bc5e7d9dbee4ac,addr1qyp4gkqp2fxwck6hs49lkzwskvld8mx3k3mtchnanklwftqqx3p7ngrnsk3xg6h4t9atv7wxag65l609r4qeuz8nfvgqa299cs,0,0,1000000,29122588,0,0,0,0,0,0,0,0,0,0,29122588,29.122588
0355294dabd197275f341d33e59026b99d4765a16c912e81f11c300b,addr1qyp4222d40gewf6lxswn8evsy6ue63m959kfzt5p7ywrqz6ypcqgs3x8uake8dgh0l2u62p5u6up06khd0n8pqtwlp7qzwd4x7,0,0,26000000,757187291,0,0,0,0,0,0,0,0,0,0,757187291,757.187291
036a251bfd304d86f6f85f2013d33abb15162f8d3bc645a7349fe4de,addr1qypk5fgml5cymphklp0jqy7n82a3293035auv3d8xj07fh3hwyzpu8rhhec43dcfsfwue68gzuqwhane5fnpxe6c6mqqpzvr0w,0,0,8000000,232980705,0,0,0,0,0,0,0,0,0,0,232980705,232.980705
036a8506fa62959ffece2e6b04aaeac9d94468083199a7d4c182cd29,addr1qypk4pgxlf3ft8l7echxkp92atyaj3rgpqcenf75cxpv62wrpnn9f8qycpah5fc502gjmzsn0nuc7s9tvqhxg90xvuzsdys8qn,0,0,0,0,0,0,0,0,0,0,0,0,1,188339428791,188339428791,188339.428791
037f47e886139f93e32d4ddc12197d1f7c2d68dd5fca2849d4e824c6,addr1qyph73lgscfelylr94xacyse050hcttgm40u52zf6n5zf35hd3wu3er259ege8v0clh9kg6u3lv70mljhqhj3t9taxhsspddvy,0,0,29000000,844555055,0,0,0,0,0,0,0,0,0,0,844555055,844.555055
03947691f08b4c8589e08fccf2e50a41de5b63bb5e7053b9250ab60d,addr1qypega537z95epvfuz8ueuh9pfqaukmrhd08q5aey59tvr2pcnxuwgt6qsszma6dec9m5xajlds88pmplglg78fcnkpsam0qur,0,0,99000000,2883136225,0,0,0,0,0,0,0,0,0,0,2883136225,2883.136225
